Timestamp,Air Temperature (OW),Relative Humidity (OW),Solar Radiation (OW),Wind Speed (OW),Berry Temperature
2024-07-16 00:00:00,20.3888888888889,45.1,0,3.2,15.05
2024-07-16 00:15:00,20.6111111111111,46.4,0,3.8,14.83
2024-07-16 00:30:00,20.5,44.8,0,3.6,14.575
2024-07-16 00:45:00,20.4444444444444,44,0,3.9,14.32
2024-07-16 01:00:00,20.1111111111111,43.8,0,3.4,14.065
2024-07-16 01:15:00,19.9444444444444,42.9,0,3.5,13.81
2024-07-16 01:30:00,19.5,42.8,0,3.5,13.5
2024-07-16 01:45:00,19.5,41.4,0,3.5,13.19
2024-07-16 02:00:00,19.1666666666667,43.4,0,3.3,12.645
2024-07-16 02:15:00,18.6666666666667,45.7,0,3.2,12.1
2024-07-16 02:30:00,18.1666666666667,47.4,0,3.6,12.00625
2024-07-16 02:45:00,17.4444444444444,50.1,0,4.2,11.9125
2024-07-16 03:00:00,17.6666666666667,48.9,0,4.2,11.81875
2024-07-16 03:15:00,17.2777777777778,50,0,3.6,11.725
2024-07-16 03:30:00,16.8333333333333,51.9,0,3.5,11.63125
2024-07-16 03:45:00,17.0555555555556,50.1,0,3.9,11.5375
2024-07-16 04:00:00,17.0555555555556,49.6,0,3.8,11.44375
2024-07-16 04:15:00,16.5555555555556,51.6,0,4,11.35
2024-07-16 04:30:00,16.6666666666667,50.5,0,4,11.6128571428571
2024-07-16 04:45:00,16.3888888888889,51.7,0,4,11.8757142857143
2024-07-16 05:00:00,15.3888888888889,56.7,0,3.2,12.1385714285714
2024-07-16 05:15:00,15.2777777777778,55.8,0,4.4,12.4014285714286
2024-07-16 05:30:00,14.8333333333333,57.2,4,3.8,12.6642857142857
2024-07-16 05:45:00,14.8333333333333,58.1,14,4.5,12.9271428571429
2024-07-16 06:00:00,15.2777777777778,56.8,29,3.3,13.19
2024-07-16 06:15:00,15.7222222222222,57.5,42,3.1,13.8666666666667
2024-07-16 06:30:00,16.2777777777778,57.6,45,2.9,14.5433333333333
2024-07-16 06:45:00,17.5,55.8,123,2.2,15.22
2024-07-16 07:00:00,19.6111111111111,55.9,152,1.6,16.88
2024-07-16 07:15:00,21.7222222222222,51.9,191,0.8,18.54
2024-07-16 07:30:00,23.4444444444444,41.9,229,1.8,19.728
2024-07-16 07:45:00,24.1111111111111,43.5,265,1.1,20.916
2024-07-16 08:00:00,24.5555555555556,42,285,2,22.104
2024-07-16 08:15:00,24.5,42.6,329,2.3,23.292
2024-07-16 08:30:00,24.7777777777778,42.9,386,2.4,24.48
2024-07-16 08:45:00,25.5,39.1,426,2.3,25.0166666666667
2024-07-16 09:00:00,26.0555555555556,35.8,465,2.9,25.5533333333333
2024-07-16 09:15:00,26.5,37.1,489,3,26.09
2024-07-16 09:30:00,26.7222222222222,34.9,472,3.5,26.6442857142857
2024-07-16 09:45:00,27.0555555555556,34.4,562,3.2,27.1985714285714
2024-07-16 10:00:00,27.6111111111111,35.7,607,3,27.7528571428571
2024-07-16 10:15:00,27.7222222222222,37.7,638,3.2,28.3071428571429
2024-07-16 10:30:00,28.3888888888889,36.6,671,2.5,28.8614285714286
2024-07-16 10:45:00,29.2222222222222,34.8,701,2.6,29.4157142857143
2024-07-16 11:00:00,29.8333333333333,31.7,730,2.8,29.97
2024-07-16 11:15:00,30.1111111111111,31.8,754,3.1,30.5675
2024-07-16 11:30:00,30.1666666666667,31.7,774,4.4,31.165
2024-07-16 11:45:00,30.8333333333333,31.6,790,4.4,31.7625
2024-07-16 12:00:00,31.5,30.4,806,3.5,32.36
2024-07-16 12:15:00,31.6666666666667,31.6,820,4.1,32.754
2024-07-16 12:30:00,32.0555555555556,31.1,830,4.3,33.148
2024-07-16 12:45:00,31.9444444444444,31.5,838,4.1,33.542
2024-07-16 13:00:00,32.6111111111111,30.5,781,4.6,33.936
