Timestamp,Air Temperature (IW),Relative Humidity (IW),Soil Moisture (IW),Soil Temperature (IW),Berry Temperature
2025-07-16 00:00:00,20,0.4705,9.035,22.05,19.39
2025-07-16 00:15:00,19.6,0.479,9.01,21.9,18.99
2025-07-16 00:30:00,19.1,0.489,9.025,21.75,18.75
2025-07-16 00:45:00,18.6,0.5,9.02,21.5,18.28
2025-07-16 01:00:00,18.4,0.504,9.02,21.3,18.31
2025-07-16 01:15:00,18.2,0.508,9.02,21.1,17.92
2025-07-16 01:30:00,18,0.512,9.02,20.9,17.905
2025-07-16 01:45:00,18.1,0.506,8.96,20.7,17.89
2025-07-16 02:00:00,18.2,0.507,9.01,20.7,17.74
2025-07-16 02:15:00,17.9,0.51825,8.9925,20.525,17.475
2025-07-16 02:30:00,17.6,0.5295,8.975,20.35,17.5325
2025-07-16 02:45:00,17.5,0.534875,8.97,20.25,17.59
2025-07-16 03:00:00,17.4,0.54025,8.965,20.15,17.345
2025-07-16 03:15:00,17.3,0.545625,8.96,20.05,17.1
2025-07-16 03:30:00,17.2,0.551,8.955,19.95,17.1
2025-07-16 03:45:00,17.3,0.547,8.97,19.8,17.1
2025-07-16 04:00:00,17.4,0.545,8.99,19.8,17.33
2025-07-16 04:15:00,17.125,0.55575,8.9625,19.65,17.41
2025-07-16 04:30:00,16.85,0.5665,8.935,19.5,16.34125
2025-07-16 04:45:00,16.025,0.59775,8.9275,19.25,15.2725
2025-07-16 05:00:00,15.2,0.629,8.92,19,14.20375
2025-07-16 05:15:00,13.3,0.679,8.89,18.4,13.135
2025-07-16 05:30:00,12.3,0.691,8.9,18.1,12.98
2025-07-16 05:45:00,12.8,0.684,8.89333333333333,18.1,12.6
2025-07-16 06:00:00,13.3,0.677,8.88666666666667,18.1,13.24
2025-07-16 06:15:00,13.8,0.67,8.88,18.1,14.01
2025-07-16 06:30:00,15.05,0.6315,8.875,18.15,13.93
2025-07-16 06:45:00,17.275,0.56425,8.9025,18.675,15.15
2025-07-16 07:00:00,19.5,0.497,8.93,19.2,17.54
2025-07-16 07:15:00,20.85,0.48825,8.9075,19.575,19.5
2025-07-16 07:30:00,22.2,0.4795,8.885,19.95,20.175
2025-07-16 07:45:00,23.7,0.424,8.91,20.3,20.85
2025-07-16 08:00:00,23.8,0.443,8.93,20.6,21.63
2025-07-16 08:15:00,23.575,0.42025,8.915,21.425,22.41
2025-07-16 08:30:00,23.35,0.3975,8.9,22.25,22.72
2025-07-16 08:45:00,23.6,0.416,8.99,25,24.24
2025-07-16 09:00:00,24.55,0.386,9.04,27.7,25.505
2025-07-16 09:15:00,25.3,0.363,9.08,30,26.77
2025-07-16 09:30:00,25.35,0.3795,9.14,31.9,27.49
2025-07-16 09:45:00,25.65,0.373,9.2,33.45,28.21
2025-07-16 10:00:00,25.95,0.3665,9.26,35,27.96
2025-07-16 10:15:00,26.1,0.366,9.29,36.2,28.095
2025-07-16 10:30:00,26.7,0.338,9.32,37.4,28.23
2025-07-16 10:45:00,26.7,0.368,9.34,38.5,30.315
2025-07-16 11:00:00,27.1,0.345,9.38,40.1,32.13
2025-07-16 11:15:00,27.3,0.35,9.4,40.7,31.52
2025-07-16 11:30:00,28.2,0.326,9.43,42.1,32.79
2025-07-16 11:45:00,28.5,0.305,9.47,42.6,34.76
2025-07-16 12:00:00,28.55,0.3345,9.45,42.65,34.59
2025-07-16 12:15:00,28.7,0.336,9.37,40.2,33.97
2025-07-16 12:30:00,28.75,0.3175,9.18,36.9,33.52
2025-07-16 12:45:00,28.8,0.35,9.05,34.3,34.21
2025-07-16 13:00:00,28.8,0.346,8.985,32.85,34.9
2025-07-16 13:15:00,28.8,0.316,8.98,31.7,35.19
2025-07-16 13:30:00,29.1,0.327,8.91,31.2,35.845
2025-07-16 13:45:00,29.7,0.338,8.87,31.2,36.5
2025-07-16 14:00:00,30.7,0.306,8.93,32.2,35.99
2025-07-16 14:15:00,30.9,0.326,8.9,31.9,35.48
2025-07-16 14:30:00,31.35,0.3135,8.91,33.2,35.95
2025-07-16 14:45:00,31.8,0.304,8.96,35,36.42
2025-07-16 15:00:00,32.4,0.294,9.08,36.95,36.6866666666667
2025-07-16 15:15:00,32.9,0.259,9.11,37.7,36.9533333333333
2025-07-16 15:30:00,32.35,0.275,9.17,38.95,37.22
2025-07-16 15:45:00,32.575,0.26125,9.2025,40.1,37.22
2025-07-16 16:00:00,32.8,0.2475,9.235,41.25,37.5625
2025-07-16 16:15:00,33,0.245,9.23,41.7,37.905
2025-07-16 16:30:00,33.2,0.2425,9.225,42.15,39.1
2025-07-16 16:45:00,34.1,0.244,9.24,42.6,37.41
2025-07-16 17:00:00,34.5,0.239,9.23,42.5,38.08
2025-07-16 17:15:00,34.6,0.215,9.13,41.3,37.495
2025-07-16 17:30:00,34.1,0.248,9.03,39.2,38.1375
2025-07-16 17:45:00,34.525,0.23025,8.94,37,38.78
2025-07-16 18:00:00,34.95,0.2125,8.85,34.8,37.26
2025-07-16 18:15:00,34.6,0.243,8.84,33.7,36.33
2025-07-16 18:30:00,35.2,0.278,8.7,32.7,33.94
2025-07-16 18:45:00,34.26,0.2848,8.696,32.28,34.26
2025-07-16 19:00:00,33.32,0.2916,8.692,31.86,33
2025-07-16 19:15:00,32.38,0.2984,8.688,31.44,31.74
2025-07-16 19:30:00,31.44,0.3052,8.684,31.02,30.43
2025-07-16 19:45:00,30.5,0.312,8.68,30.6,29.595
2025-07-16 20:00:00,29.1,0.333,8.59,30,29.29
2025-07-16 20:15:00,26.975,0.402,8.5825,29,26.93
2025-07-16 20:30:00,24.85,0.471,8.575,28,24.57
2025-07-16 20:45:00,23.3,0.544,8.57,27.2,21.99
2025-07-16 21:00:00,21.2,0.571,8.51,26.2,21.12
2025-07-16 21:15:00,20.3,0.587,8.46,25.7,20.57
2025-07-16 21:30:00,19.45,0.6185,8.46,25.15,19.63
2025-07-16 21:45:00,18.6,0.65,8.46,24.6,18.505
2025-07-16 22:00:00,18,0.656,8.45,24.3,18.15
2025-07-16 22:15:00,17.5,0.623,8.44,23.8,18.7
2025-07-16 22:30:00,17.2,0.6235,8.45,23.4,17.77
2025-07-16 22:45:00,17,0.596,8.46,23.1,18.44
2025-07-16 23:00:00,17.4,0.575,8.44,22.9,18.75
2025-07-16 23:15:00,18,0.559,8.41,22.7,18.335
2025-07-16 23:30:00,18,0.551,8.41,22.4,18.31
2025-07-16 23:45:00,18,0.571,8.46,22.3,17.48
2025-07-17 00:00:00,17.55,0.584,8.385,22.05,16.955
2025-07-17 00:15:00,17,0.611,8.42,21.8,16.43
2025-07-17 00:30:00,16.25,0.637,8.41,21.5,16.5875
2025-07-17 00:45:00,16.275,0.609,8.375,21.3,16.745
2025-07-17 01:00:00,16.3,0.581,8.34,21.1,16.87
2025-07-17 01:15:00,16.5,0.573,8.39,21,17.1
2025-07-17 01:30:00,16.65,0.582,8.37,20.9,16.56
2025-07-17 01:45:00,16.325,0.60425,8.355,20.725,16.02
2025-07-17 02:00:00,16,0.6265,8.34,20.55,15.2
2025-07-17 02:15:00,15.5,0.611,8.34,20.4,15.54
2025-07-17 02:30:00,15.1,0.631,8.335,20.2,15.08
2025-07-17 02:45:00,14.6,0.656,8.3,19.9,14.525
2025-07-17 03:00:00,14,0.688,8.34,19.7,14.37
2025-07-17 03:15:00,13.8,0.686,8.34,19.5,14.12
2025-07-17 03:30:00,13.65,0.688,8.31,19.35,14.1
2025-07-17 03:45:00,13.2875,0.701375,8.31,19.15,13.48
2025-07-17 04:00:00,12.925,0.71475,8.31,18.95,12.86
2025-07-17 04:15:00,12.5625,0.728125,8.31,18.75,12.8833333333333
2025-07-17 04:30:00,12.2,0.7415,8.31,18.55,12.9066666666667
2025-07-17 04:45:00,12.2,0.748,8.27,18.4,12.93
2025-07-17 05:00:00,12.25,0.7575,8.295,18.35,12.86
2025-07-17 05:15:00,13,0.705,8.31,18.4,14.12
2025-07-17 05:30:00,13.85,0.67,8.285,18.45,13.99
2025-07-17 05:45:00,14.3,0.677,8.27,18.6,13.86
2025-07-17 06:00:00,14.5,0.6545,8.255,18.6,14.68
2025-07-17 06:15:00,15.8,0.628,8.26,18.7,15.37
2025-07-17 06:30:00,17.8,0.5935,8.295,19,16.5
2025-07-17 06:45:00,19.8,0.521,8.28,19.3,17.63
2025-07-17 07:00:00,21.7,0.499,8.28,19.5,18.76
2025-07-17 07:15:00,23.2,0.554,8.33,20.5,20.09
2025-07-17 07:30:00,24.6,0.455,8.3,20.85,21.75
2025-07-17 07:45:00,26.2,0.42,8.3,21.3,23.41
2025-07-17 08:00:00,26.25,0.4445,8.285,21.8,24.92
2025-07-17 08:15:00,26.7,0.462,8.35,22.3,26.21
2025-07-17 08:30:00,26.9,0.43,8.36,24.8,27.29
2025-07-17 08:45:00,27.1,0.432,8.44,27.2,28.42
2025-07-17 09:00:00,28.8,0.433,8.53,31,29.19
2025-07-17 09:15:00,29.4,0.391,8.64,32.5,29.94
2025-07-17 09:30:00,30.1,0.37,8.7,35.1,31.13
2025-07-17 09:45:00,30.375,0.35225,8.7475,36.475,32.6
2025-07-17 10:00:00,30.65,0.3345,8.795,37.85,33.52
2025-07-17 10:15:00,30.7,0.323,8.86,39.4,34.44
2025-07-17 10:30:00,30.75,0.3205,8.89,40.7,35.44
2025-07-17 10:45:00,31.3,0.321,8.93,41.9,35.375
2025-07-17 11:00:00,31.45,0.298,8.965,42.8,35.7
2025-07-17 11:15:00,31.9,0.296,8.99,43.7,36.67
2025-07-17 11:30:00,32,0.26,8.995,44.4,37.31
2025-07-17 11:45:00,32.3,0.257,8.97666666666667,43.8333333333333,37.95
2025-07-17 12:00:00,32.6,0.254,8.95833333333333,43.2666666666667,37.86
2025-07-17 12:15:00,32.9,0.251,8.94,42.7,38.56
2025-07-17 12:30:00,32.9,0.2565,8.765,39.65,39.37
2025-07-17 12:45:00,33,0.257,8.6,37.1,39.12
2025-07-17 13:00:00,33,0.2545,8.545,35.55,39.51
2025-07-17 13:15:00,32.8,0.265,8.49,34.4,38.16
2025-07-17 13:30:00,33.2,0.25,8.44,33.9,38.585
2025-07-17 13:45:00,33.4,0.261,8.47,33.7,39.01
2025-07-17 14:00:00,33.85,0.2485,8.495,34.45,39.64
2025-07-17 14:15:00,33.8,0.245,8.45,34.2,40.005
2025-07-17 14:30:00,34.3,0.237,8.44,34.4,40.06
2025-07-17 14:45:00,34.55,0.244,8.54,36.7,40.67
2025-07-17 15:00:00,34.8,0.251,8.64,39,40.0025
2025-07-17 15:15:00,35.6,0.217,8.67,39.5,39.335
2025-07-17 15:30:00,36.15,0.204,8.735,41.2,40.17
2025-07-17 15:45:00,36.7,0.191,8.8,42.9,40.495
2025-07-17 16:00:00,37,0.193,8.855,44.1,40.4275
2025-07-17 16:15:00,36.7,0.193,8.83,44.9,40.36
2025-07-17 16:30:00,36.6,0.186,8.88,45.6,41.13
2025-07-17 16:45:00,36.7,0.201,8.85,45.6,41.9
2025-07-17 17:00:00,35.8,0.2135,8.775,44.7,41.295
2025-07-17 17:15:00,34.9,0.226,8.7,43.8,40.69
2025-07-17 17:30:00,35.05,0.2405,8.585,40.55,40.55
2025-07-17 17:45:00,35.3,0.218,8.46,38.2,40.41
2025-07-17 18:00:00,34.8,0.228,8.405,36.6,40.2
2025-07-17 18:15:00,34.7,0.247,8.32,35.5,42.05
2025-07-17 18:30:00,33.9,0.252,8.31,34.65,36.64
2025-07-17 18:45:00,33.4,0.256,8.25,33.9,38.87
2025-07-17 19:00:00,32.6,0.2755,8.245,33.2,41.1
2025-07-17 19:15:00,31.8,0.295,8.24,32.5,33.635
2025-07-17 19:30:00,31.3,0.3,8.19,32.3,32.2975
2025-07-17 19:45:00,30,0.334,8.16,31.7,30.96
2025-07-17 20:00:00,28.65,0.386,8.15,30.85,29.34
2025-07-17 20:15:00,27,0.405,8.12,30,27.115
2025-07-17 20:30:00,25.95,0.401,8.075,29.25,26.59
2025-07-17 20:45:00,25.5333333333333,0.399333333333333,8.05666666666667,28.6333333333333,25.97
2025-07-17 21:00:00,25.1166666666667,0.397666666666667,8.03833333333333,28.0166666666667,25.08
2025-07-17 21:15:00,24.7,0.396,8.02,27.4,24.365
2025-07-17 21:30:00,23.95,0.402,8,26.9,23.8475
2025-07-17 21:45:00,23.2,0.408,7.98,26.4,23.33
2025-07-17 22:00:00,22.8,0.406,7.93,26.2,23.015
2025-07-17 22:15:00,22.7,0.391,7.97,25.7,22.7
2025-07-17 22:30:00,22.5,0.3895,7.91,25.4,22.44
2025-07-17 22:45:00,22.2,0.387,7.93,25.1,22.1
2025-07-17 23:00:00,21.95,0.386,7.91,24.85,21.975
2025-07-17 23:15:00,21.8,0.384,7.89,24.6,21.85
2025-07-17 23:30:00,21.7,0.39,7.89,24.4,21.32
2025-07-17 23:45:00,21.125,0.406,7.8825,24.05,19.74
2025-07-18 00:00:00,20.55,0.422,7.875,23.7,19.8075
2025-07-18 00:15:00,19.975,0.438,7.8675,23.35,19.875
2025-07-18 00:30:00,19.4,0.454,7.86,23,19.3966666666667
2025-07-18 00:45:00,19.2,0.461,7.79,22.9,18.9183333333333
2025-07-18 01:00:00,18.75,0.4815,7.835,22.6,18.44
2025-07-18 01:15:00,18.2,0.504,7.84,22.3,17.89
2025-07-18 01:30:00,17.4,0.5515,7.8,21.9,16.57
2025-07-18 01:45:00,16.6,0.565,7.76,21.6,16.845
2025-07-18 02:00:00,16.3,0.582,7.75,21.5,16.12
2025-07-18 02:15:00,15.4,0.639,7.77,21,14.965
2025-07-18 02:30:00,14.2,0.681,7.75,20.6,14.05
2025-07-18 02:45:00,14.2333333333333,0.681333333333333,7.74,20.4,14.315
2025-07-18 03:00:00,14.2666666666667,0.681666666666667,7.73,20.2,14.71
2025-07-18 03:15:00,14.3,0.682,7.72,20,14.255
2025-07-18 03:30:00,13.8,0.69,7.72,19.8,13.88
2025-07-18 03:45:00,13.5,0.683,7.73,19.6,13.5
2025-07-18 04:00:00,13.7,0.682,7.73,19.55,14.1
2025-07-18 04:15:00,13.625,0.6855,7.72,19.375,13.91
2025-07-18 04:30:00,13.55,0.689,7.71,19.2,13.14
2025-07-18 04:45:00,13,0.698,7.66,19,12.64
2025-07-18 05:00:00,12.4,0.699,7.68,18.7,12.43
2025-07-18 05:15:00,11.9,0.72,7.71,18.5,12.265
2025-07-18 05:30:00,11.8,0.736,7.66,18.4,12.24
2025-07-18 05:45:00,12,0.7375,7.67,18.35,12.215
2025-07-18 06:00:00,12.2,0.739,7.68,18.3,13.05
2025-07-18 06:15:00,13.575,0.71525,7.67,18.4,13.545
2025-07-18 06:30:00,14.95,0.6915,7.66,18.5,14.15
2025-07-18 06:45:00,17,0.658,7.68,18.7,15.57
2025-07-18 07:00:00,19.65,0.5935,7.69,19.35,16.72
2025-07-18 07:15:00,22.3,0.529,7.7,20,19.2
2025-07-18 07:30:00,24.5,0.46,7.715,20.4,21.34
2025-07-18 07:45:00,26.05,0.409,7.725,20.875,22.7
2025-07-18 08:00:00,27.6,0.358,7.735,21.35,24.115
2025-07-18 08:15:00,27.2,0.356,7.72,21.8,25.53
2025-07-18 08:30:00,26.1,0.394,7.83,24.6,26.36
2025-07-18 08:45:00,26.6,0.386,7.87,27.1,27.19
2025-07-18 09:00:00,27,0.372,8.06,30.9,28.06
2025-07-18 09:15:00,27,0.361,8.1,32.4,29.425
2025-07-18 09:30:00,27.2,0.382,8.17,33.7,29.84
2025-07-18 09:45:00,28.1,0.3645,8.25,35.9,31.045
2025-07-18 10:00:00,29,0.347,8.33,38.1,31.2
2025-07-18 10:15:00,29.5,0.333,8.37,39.1,32.71
2025-07-18 10:30:00,30.05,0.3365,8.405,40.5,32.84
2025-07-18 10:45:00,30.475,0.32925,8.4475,41.55,33.59
2025-07-18 11:00:00,30.9,0.322,8.49,42.6,33.98
2025-07-18 11:15:00,31.6,0.325,8.56,43.9,34.37
2025-07-18 11:30:00,31.3,0.306,8.56,44.8,35.84
2025-07-18 11:45:00,31.8,0.305,8.59,45.4,36.09
2025-07-18 12:00:00,31.95,0.285,8.595,45.2,36.96
2025-07-18 12:15:00,32,0.287,8.51,42.7,38.03
2025-07-18 12:30:00,32.3,0.274,8.29,38.5,37.3
2025-07-18 12:45:00,32.75,0.27,8.195,37,37.99
2025-07-18 13:00:00,33.2,0.266,8.1,35.5,38.52
2025-07-18 13:15:00,33.6,0.255,8.06,35,39.03
2025-07-18 13:30:00,33.9,0.259666666666667,8.055,35.0333333333333,38.315
2025-07-18 13:45:00,34.2,0.264333333333333,8.05,35.0666666666667,37.6
2025-07-18 14:00:00,34.5,0.269,8.045,35.1,38.16
2025-07-18 14:15:00,34.7,0.261,8.06,36.1,38.865
2025-07-18 14:30:00,34.4,0.271,8.11,37.1,36.83
2025-07-18 14:45:00,35.3,0.232,8.16,38.7,39.55
2025-07-18 15:00:00,36.8,0.223,8.27,40.8,40.48
2025-07-18 15:15:00,37.4,0.23,8.28,41.3,40.06
2025-07-18 15:30:00,36.55,0.237,8.295,41.25,39.07
2025-07-18 15:45:00,36.475,0.235,8.285,41.075,38.08
2025-07-18 16:00:00,36.4,0.233,8.275,40.9,38.63
2025-07-18 16:15:00,35.85,0.2325,8.2625,40.9,37.09
2025-07-18 16:30:00,35.3,0.232,8.25,40.9,37.07
2025-07-18 16:45:00,34.3,0.253,8.17,39.5,37.05
2025-07-18 17:00:00,33.4,0.246,8.08,38,35.6775
2025-07-18 17:15:00,33,0.258,8.07,37.2,34.305
2025-07-18 17:30:00,32.8,0.27,8.035,36.45,34.46
2025-07-18 17:45:00,32.4,0.2985,8.0025,35.875,34.05
2025-07-18 18:00:00,32,0.327,7.97,35.3,33.15
2025-07-18 18:15:00,31.2,0.266,7.91,34.1,31.425
2025-07-18 18:30:00,30.45,0.266,7.86,33.1,30.33
2025-07-18 18:45:00,29.9,0.264,7.86,32.3,29.85
2025-07-18 19:00:00,29.7,0.267,7.77,31.5,29.68
2025-07-18 19:15:00,29.45,0.27425,7.76,31.175,29.85
2025-07-18 19:30:00,29.2,0.2815,7.75,30.85,28.99
2025-07-18 19:45:00,28.6,0.29,7.79,30.5,28.4
2025-07-18 20:00:00,28.3,0.308,7.74,30.3,27.81
2025-07-18 20:15:00,27.7,0.3105,7.72,29.75,27.22
2025-07-18 20:30:00,27.1,0.313,7.7,29.2,26.65
2025-07-18 20:45:00,26.3,0.326,7.63,28.6,25.75
2025-07-18 21:00:00,25.55,0.3515,7.595,28.05,25.19
2025-07-18 21:15:00,25.125,0.35425,7.5825,27.675,24.63
2025-07-18 21:30:00,24.7,0.357,7.57,27.3,24.03
2025-07-18 21:45:00,23.8,0.348,7.51,26.5,23.245
2025-07-18 22:00:00,22.9,0.375,7.54,25.9,22.02
2025-07-18 22:15:00,21.5,0.386,7.48,25.3,21.36
2025-07-18 22:30:00,22.1,0.371,7.46,24.9,22.16
2025-07-18 22:45:00,22.2,0.366,7.48,24.6,21.835
2025-07-18 23:00:00,21.9,0.373,7.485,24.35,21.4
2025-07-18 23:15:00,21.4,0.383,7.47,24,20.52
2025-07-18 23:30:00,20.8,0.4055,7.42,23.7,20.22
2025-07-18 23:45:00,20,0.434,7.45,23.4,18.86
2025-07-19 00:00:00,19.05,0.459,7.4,23,18.6
2025-07-19 00:15:00,18.5,0.486,7.39,22.6,18.14
2025-07-19 00:30:00,17.3,0.562,7.35,22.1,16.79
2025-07-19 00:45:00,16.5,0.578,7.42,21.8,15.44
2025-07-19 01:00:00,15.6,0.607,7.33,21.5,15.035
2025-07-19 01:15:00,14.5,0.645,7.34,21,14.63
2025-07-19 01:30:00,13.4,0.683,7.35,20.5,13.57
2025-07-19 01:45:00,12.6,0.685,7.27,20.1,13.76
2025-07-19 02:00:00,12.9,0.675,7.34,19.9,14.9325
2025-07-19 02:15:00,15.6,0.581,7.32,19.9,16.105
2025-07-19 02:30:00,16.95,0.526,7.28,20,15.78125
2025-07-19 02:45:00,16.725,0.5295,7.275,19.95,15.4575
2025-07-19 03:00:00,16.5,0.533,7.27,19.9,15.13375
2025-07-19 03:15:00,15.925,0.544,7.2775,19.675,14.81
2025-07-19 03:30:00,15.35,0.555,7.285,19.45,15.115
2025-07-19 03:45:00,15.625,0.54225,7.2775,19.325,15.42
2025-07-19 04:00:00,15.9,0.5295,7.27,19.2,15.42
2025-07-19 04:15:00,15.55,0.53775,7.275,19.05,14.795
2025-07-19 04:30:00,15.2,0.546,7.28,18.9,14.17
2025-07-19 04:45:00,13.9,0.592,7.26,18.5,13.07
2025-07-19 05:00:00,13.2,0.656,7.23,18.1,12.88
2025-07-19 05:15:00,13,0.666,7.18,18,12.885
2025-07-19 05:30:00,12.4333333333333,0.673666666666667,7.17666666666667,17.7666666666667,12.6866666666667
2025-07-19 05:45:00,11.8666666666667,0.681333333333333,7.17333333333333,17.5333333333333,12.4883333333333
2025-07-19 06:00:00,11.3,0.689,7.17,17.3,12.29
2025-07-19 06:15:00,12.85,0.661,7.175,17.45,13.25
2025-07-19 06:30:00,14.4,0.633,7.18,17.6,14.37
2025-07-19 06:45:00,16.6,0.563,7.2,18.1,14.86
2025-07-19 07:00:00,18.3,0.523,7.26,18.7,16.235
2025-07-19 07:15:00,18.9,0.502,7.27,19.1,17.61
2025-07-19 07:30:00,19.9,0.484,7.22,19.5,19.36
2025-07-19 07:45:00,20,0.464,7.31,19.7,20.74
2025-07-19 08:00:00,20.75,0.456,7.305,20.45,21.85
2025-07-19 08:15:00,21.5,0.448,7.3,21.2,22.74
2025-07-19 08:30:00,22.175,0.41425,7.38,23.575,24.275
2025-07-19 08:45:00,22.85,0.3805,7.46,25.95,25.81
2025-07-19 09:00:00,23.525,0.34675,7.54,28.325,25.99
2025-07-19 09:15:00,24.2,0.313,7.62,30.7,26.54
2025-07-19 09:30:00,24.2,0.365,7.69,31.5,27.7
2025-07-19 09:45:00,24.15,0.3565,7.755,32.7,28.38
2025-07-19 10:00:00,24.1,0.348,7.82,33.9,27.1
2025-07-19 10:15:00,25.15,0.326,7.865,35.5,29.44
2025-07-19 10:30:00,26.2,0.304,7.91,37.1,30.91
2025-07-19 10:45:00,26.9,0.316,8.03,39.8,31.2
2025-07-19 11:00:00,26.6,0.3145,8.09,41.05,31.3
2025-07-19 11:15:00,27.1,0.309,8.13,42,31.83
2025-07-19 11:30:00,27.6,0.272,8.2,43,32.86
2025-07-19 11:45:00,27.6,0.266,8.18,43.3,33.89
2025-07-19 12:00:00,28,0.2605,8.18,42.8,33.935
2025-07-19 12:15:00,28.3,0.25625,8.02,39.85,33.98
2025-07-19 12:30:00,28.6,0.252,7.86,36.9,34.42
2025-07-19 12:45:00,28.75,0.2545,7.805,35.75,34.86
2025-07-19 13:00:00,28.9,0.257,7.75,34.6,36.13
2025-07-19 13:15:00,29.525,0.244,7.695,33.55,36.07
2025-07-19 13:30:00,30.15,0.231,7.64,32.5,36.5
2025-07-19 13:45:00,30.625,0.2255,7.625,32.775,36.67
2025-07-19 14:00:00,31.1,0.22,7.61,33.05,34.81
2025-07-19 14:15:00,31.3,0.219,7.655,34.275,32.95
2025-07-19 14:30:00,31.5,0.218,7.7,35.5,36.25
2025-07-19 14:45:00,32.3,0.215,7.73,37,36.84
2025-07-19 15:00:00,31.95,0.21,7.84,38.7,36.4
2025-07-19 15:15:00,31.6,0.212,7.84,38.6,35.96
2025-07-19 15:30:00,30.6,0.233,7.84,37.9,33.45
2025-07-19 15:45:00,31,0.225,7.85,38.3,33.59
2025-07-19 16:00:00,31.5,0.228,7.87,38.7,34.64
2025-07-19 16:15:00,32.7,0.212,7.94,40.5,37.26
2025-07-19 16:30:00,33.4,0.206,8.01,42.5,37.89
2025-07-19 16:45:00,33.2,0.209,8.015,42.6,38.52
2025-07-19 17:00:00,33,0.212,8.02,42.7,38.205
2025-07-19 17:15:00,32.8,0.21,7.92,41.5,37.89
2025-07-19 17:30:00,33,0.216,7.81,39.5,37.575
2025-07-19 17:45:00,33,0.213,7.71,36.3,37.26
2025-07-19 18:00:00,32.8,0.225,7.64,35.3,37.26
2025-07-19 18:15:00,32.6,0.225,7.58,33.7,34.76
2025-07-19 18:30:00,32,0.211,7.56,32.5,32.54
2025-07-19 18:45:00,31.9,0.211,7.5,32.1,31.8
2025-07-19 19:00:00,31.25,0.217,7.47,31.35,30.6866666666667
2025-07-19 19:15:00,30,0.231,7.47,30.7,29.5733333333333
2025-07-19 19:30:00,29.3,0.246,7.47,30.4,28.46
2025-07-19 19:45:00,28.1,0.2735,7.4125,29.825,27.755
2025-07-19 20:00:00,26.9,0.301,7.355,29.25,27.13
2025-07-19 20:15:00,26,0.301,7.36,28.7,26.46
2025-07-19 20:30:00,25.1,0.3105,7.33,28,24.765
2025-07-19 20:45:00,23.9,0.334,7.3,27.2,23.07
2025-07-19 21:00:00,22.3,0.329,7.25,26.2,22.27
2025-07-19 21:15:00,21.525,0.32975,7.2125,25.6,21
2025-07-19 21:30:00,20.75,0.3305,7.175,25,20.6
2025-07-19 21:45:00,21,0.309,7.2,24.5,20.535
2025-07-19 22:00:00,20.8,0.32,7.11,24,20.47
2025-07-19 22:15:00,20.5,0.328,7.13,23.8,20.06
2025-07-19 22:30:00,20.4,0.333,7.1,23.6,19.68
2025-07-19 22:45:00,19.5,0.351,7.1,23.1,18.885
2025-07-19 23:00:00,18.8,0.385,7.09,22.9,17.35
2025-07-19 23:15:00,16.9,0.453,7.08,22.2,16.67
2025-07-19 23:30:00,17.85,0.396,7.09,22.05,18.73
2025-07-19 23:45:00,18.9,0.375,7.06,22.1,18.57
2025-07-20 00:00:00,18.6,0.412,7.08,22,17.87
2025-07-20 00:15:00,17.8,0.444,7.02,21.9,16.87
2025-07-20 00:30:00,17,0.4615,7.065,21.75,17.23
2025-07-20 00:45:00,16.5,0.502,7.05,21.4,16.87
2025-07-20 01:00:00,15.75,0.527,7.04,20.95,15.62
2025-07-20 01:15:00,15,0.561,6.98,20.6,14.65
2025-07-20 01:30:00,14.15,0.6005,6.975,20.25,13.55
2025-07-20 01:45:00,13.2,0.615,6.96,19.8,13.33
2025-07-20 02:00:00,12.6,0.627,6.935,19.45,12.38
2025-07-20 02:15:00,12,0.639,6.91,19.1,13.25
2025-07-20 02:30:00,12.5,0.6255,6.94,18.95,12.83
2025-07-20 02:45:00,12.3,0.635,6.89,18.6,12.41
2025-07-20 03:00:00,11.8,0.648166666666667,6.88833333333333,18.3,12.195
2025-07-20 03:15:00,11.3,0.661333333333333,6.88666666666667,18,11.98
2025-07-20 03:30:00,10.8,0.6745,6.885,17.7,11.325
2025-07-20 03:45:00,10.6,0.67925,6.8625,17.45,10.67
2025-07-20 04:00:00,10.4,0.684,6.84,17.2,11.1
2025-07-20 04:15:00,10.2,0.683,6.85,17.0333333333333,10.31
2025-07-20 04:30:00,10,0.682,6.86,16.8666666666667,10.2
2025-07-20 04:45:00,9.8,0.681,6.87,16.7,10.58
2025-07-20 05:00:00,9.85,0.6845,6.845,16.5,9.88
2025-07-20 05:15:00,9.6,0.677,6.83,16.3,9.95
2025-07-20 05:30:00,9.4,0.689,6.795,16.15,9.29
2025-07-20 05:45:00,9.2,0.696,6.82,16.1,9.59
2025-07-20 06:00:00,9.45,0.698,6.81,16.05,10.11
2025-07-20 06:15:00,10.6,0.687,6.84,16.2,10.73
2025-07-20 06:30:00,13.6,0.66,6.82,16.6,12.46
2025-07-20 06:45:00,15.75,0.5815,6.86,17.05,13.07
2025-07-20 07:00:00,17.9,0.503,6.9,17.5,14.55125
2025-07-20 07:15:00,18.25,0.4765,6.905,17.9,16.0325
2025-07-20 07:30:00,18.6,0.45,6.91,18.3,17.51375
2025-07-20 07:45:00,19.1,0.456,6.92,19.1,18.995
2025-07-20 08:00:00,19.35,0.4565,6.95,20.15,19.68
