Timestamp,Air Temperature (IW),Relative Humidity (IW),Soil Moisture (IW),Soil Temperature (IW),Berry Temperature
2025-08-01 06:45:00,16.3,0.8,16.22,19.85,16.5808333333333
2025-08-01 07:00:00,17.3333333333333,0.776,16.2333333333333,20.2,17.7066666666667
2025-08-01 07:15:00,18.55,0.6805,16.24,20.4,18.464
2025-08-01 07:30:00,19.5,0.650333333333333,16.27,20.6,19.3566666666667
2025-08-01 07:45:00,20.3,0.6315,16.245,20.95,19.9657777777778
2025-08-01 08:00:00,20.8,0.598,16.305,21.15,20.6213333333333
2025-08-01 08:15:00,21.7,0.545,16.27,21.5,21.3978888888889
2025-08-01 08:30:00,22.2,0.534,16.31,21.7,21.9951666666667
2025-08-01 08:45:00,22.75,0.5015,16.295,22,22.5846666666667
2025-08-01 09:00:00,23.0666666666667,0.489333333333333,16.2733333333333,22.2,23.112
2025-08-01 09:15:00,23.0666666666667,0.497,16.2333333333333,22.1666666666667,23.261
2025-08-01 09:30:00,22.9,0.493,16.17,22.1,23.0006666666667
2025-08-01 09:45:00,23,0.515,16.77,22.1,22.9313333333333
2025-08-01 10:00:00,23.1,0.523,16.89,22.1,23.2473333333333
2025-08-01 10:15:00,23.9,0.448,16.92,22.5,23.7421666666667
2025-08-01 10:30:00,24.15,0.477,16.88,22.65,24.275
2025-08-01 10:45:00,24.6,0.464,16.8433333333333,23.1,24.9591666666667
2025-08-01 11:00:00,24.85,0.456,16.795,23.35,25.5140555555556
2025-08-01 11:15:00,25.4,0.4965,16.735,23.7,26.4311666666667
2025-08-01 11:30:00,26.0333333333333,0.532,16.68,24.2666666666667,26.6908333333333
2025-08-01 11:45:00,25.5,0.537,16.55,24.1,25.6006666666667
2025-08-01 12:00:00,24.7,0.5555,16.52,23.55,25.4453333333333
2025-08-01 12:15:00,24.3,0.565,16.47,23.4,24.9491666666667
2025-08-01 12:30:00,24.0666666666667,0.565333333333333,16.4033333333333,23.4666666666667,24.2794444444444
2025-08-01 12:45:00,23.6333333333333,0.572,16.3466666666667,23.2333333333333,23.6583333333333
2025-08-01 13:00:00,23.35,0.565,16.3,23.05,23.2091666666667
2025-08-01 13:15:00,23.15,0.576,16.27,23,22.859
2025-08-01 13:30:00,22.9,0.580666666666667,16.2366666666667,22.9,22.6261111111111
2025-08-01 13:45:00,22.7,0.56,16.24,22.7,22.5305
2025-08-01 14:00:00,22.8,0.5455,16.19,22.6,22.8177777777778
2025-08-01 14:15:00,23,0.552,16.2133333333333,22.6333333333333,22.9265
2025-08-01 14:30:00,23.05,0.5645,16.175,22.6,23.1951666666667
2025-08-01 14:45:00,23.2,0.584333333333333,16.1666666666667,22.7,23.7126666666667
2025-08-01 15:00:00,23.45,0.5415,16.155,22.7,24.6153333333333
2025-08-01 15:15:00,24.15,0.562,16.14,23.05,25.8146666666667
2025-08-01 15:30:00,24.8,0.5455,16.165,23.55,26.292
2025-08-01 15:45:00,25.6666666666667,0.516,16.1533333333333,24.1666666666667,29.218
2025-08-01 16:00:00,26.8,0.476,16.18,24.95,35.1444444444444
2025-08-01 16:15:00,27.7,0.4745,16.15,26,35.1975
2025-08-01 16:30:00,28.3333333333333,0.476333333333333,16.0866666666667,26.3666666666667,36.7804444444444
2025-08-01 16:45:00,28.95,0.4585,16.055,26.9,39.0844444444444
2025-08-01 17:00:00,29.2,0.4375,15.995,27.25,36.8341666666667
2025-08-01 17:15:00,27.3,0.487,15.78,26.1,32.2065
2025-08-01 17:30:00,27.1,0.489,15.74,25.8,30.5056666666667
2025-08-01 17:45:00,27.4,0.472,15.745,25.3,36.2631666666667
2025-08-01 18:00:00,28.6333333333333,0.440666666666667,15.7066666666667,24.8666666666667,38.185
2025-08-01 18:15:00,28.95,0.446,15.69,24.55,35.2836666666667
2025-08-01 18:30:00,29.2,0.426,15.68,24.4,30.975
2025-08-01 18:45:00,29.35,0.441,15.665,24.3,31.1341666666667
2025-08-01 19:00:00,28.85,0.452,15.635,24.05,29.262
2025-08-01 19:15:00,27.8,0.491,15.59,23.9,25.4025
2025-08-01 19:30:00,26,0.572,15.56,23.7,23.0553333333333
2025-08-01 19:45:00,25.1833333333333,0.603,15.5366666666667,23.45,23.1981666666667
2025-08-01 20:00:00,24.3666666666667,0.634,15.5133333333333,23.2,21.5991666666667
2025-08-01 20:15:00,22.65,0.631,15.445,22.75,20.2478333333333
2025-08-01 20:30:00,21.5666666666667,0.610666666666667,15.4333333333333,22.4,19.8782222222222
2025-08-01 20:45:00,21.4,0.571666666666667,15.38,21.8,19.935
2025-08-01 21:00:00,21.35,0.563,15.345,21.45,19.9156666666667
2025-08-01 21:15:00,21.2,0.557,15.32,21.2,19.6569444444444
2025-08-01 21:30:00,20.6,0.586,15.33,21.05,18.7046666666667
2025-08-01 21:45:00,20.1,0.5705,15.27,20.9,18.5958333333333
2025-08-01 22:00:00,19,0.64,15.26,20.6,17.4766666666667
2025-08-01 22:15:00,19.1,0.636,15.21,20.5,17.752
2025-08-01 22:30:00,20.5,0.634,15.23,20.2,18.4736111111111
2025-08-01 22:45:00,21.2,0.653,15.25,20.2,19.1165555555556
2025-08-01 23:00:00,21.55,0.649,15.25,20.25,19.4583333333333
2025-08-01 23:15:00,21.2666666666667,0.64,15.24,20.2333333333333,18.8266666666667
2025-08-01 23:30:00,20.4,0.656,15.2066666666667,20.1,17.7916666666667
2025-08-01 23:45:00,19.45,0.6635,15.205,19.95,17.5933333333333
2025-08-02 00:00:00,18.65,0.6675,15.18,19.75,17.9558333333333
2025-08-02 00:15:00,18.65,0.6725,15.185,19.65,17.8614444444444
2025-08-02 00:30:00,17.8,0.692,15.12,19.4,16.5161666666667
2025-08-02 00:45:00,17.3,0.691,15.1333333333333,19.2666666666667,15.7703333333333
2025-08-02 01:00:00,16.9,0.6925,15.11,19.1,15.4703333333333
2025-08-02 01:15:00,16.4,0.697666666666667,15.0933333333333,19,15.228
2025-08-02 01:30:00,15.9,0.726,15.12,18.9,15.11
2025-08-02 01:45:00,15.75,0.7375,15.105,18.9,15.7716666666667
2025-08-02 02:00:00,16,0.724,15.11,18.8,16.6377777777778
2025-08-02 02:15:00,17.95,0.633,15.09,18.7,15.9305
2025-08-02 02:30:00,16.9,0.683,15.05,18.6,14.8325
2025-08-02 02:45:00,15.95,0.713,15.08,18.45,14.0418333333333
2025-08-02 03:00:00,14.7,0.746,15.02,18.3,13.5721666666667
2025-08-02 03:15:00,14.3,0.784,15.02,18.2,13.5175
2025-08-02 03:30:00,14.05,0.7985,15.05,18.1,13.5391111111111
2025-08-02 03:45:00,14,0.817,15.01,18,13.7683333333333
2025-08-02 04:00:00,13.9666666666667,0.813333333333333,15.0333333333333,17.9666666666667,13.31
2025-08-02 04:15:00,13.7,0.806,14.97,17.8,12.9845
2025-08-02 04:30:00,13.5,0.814,14.99,17.7,12.8763888888889
2025-08-02 04:45:00,13.2,0.829,14.96,17.6,12.7021666666667
2025-08-02 05:00:00,13.1,0.830666666666667,15.0133333333333,17.5,12.3375555555556
2025-08-02 05:15:00,12.8,0.829,14.95,17.3,12.214
2025-08-02 05:30:00,12.6,0.83,15.02,17.2,11.9568333333333
2025-08-02 05:45:00,12.4,0.835,14.95,17.2,11.9071111111111
2025-08-02 06:00:00,12.4,0.844,15,17.1,11.8888333333333
2025-08-02 06:15:00,12.4,0.849,14.99,17.1,12.2148888888889
2025-08-02 06:30:00,13,0.861,14.96,17.1,12.9472777777778
2025-08-02 06:45:00,15.0333333333333,0.870666666666667,14.96,17.2333333333333,13.6924444444444
2025-08-02 07:00:00,17.05,0.8265,14.945,17.45,15.0343333333333
2025-08-02 07:15:00,19.9333333333333,0.651,15.0133333333333,17.7333333333333,16.6105
2025-08-02 07:30:00,22.3,0.5455,15.13,18.3,17.6523888888889
2025-08-02 07:45:00,24.1,0.556,15.0733333333333,18.6666666666667,18.6661666666667
2025-08-02 08:00:00,25.25,0.498,15.035,18.9,19.6698333333333
2025-08-02 08:15:00,25.05,0.492,15.065,19,20.4246666666667
2025-08-02 08:30:00,25.3,0.517,15.03,19.2,21.3288333333333
2025-08-02 08:45:00,25.15,0.5085,15.1,19.8,22.1756666666667
2025-08-02 09:00:00,24.5,0.5285,15.13,20.2,22.4801666666667
2025-08-02 09:15:00,25,0.538,15.24,22.3,22.9787222222222
2025-08-02 09:30:00,25.3,0.507,15.215,23.2,23.5677777777778
2025-08-02 09:45:00,26.2,0.512,15.19,24.1,24.2628888888889
2025-08-02 10:00:00,26.5,0.487,15.1766666666667,25.6,24.7215
2025-08-02 10:15:00,26.8666666666667,0.481333333333333,15.19,26.7,25.5370555555556
2025-08-02 10:30:00,27.75,0.4525,15.205,27.7,26.165
2025-08-02 10:45:00,27.6333333333333,0.456666666666667,15.2,28.6333333333333,26.5193333333333
2025-08-02 11:00:00,28.3,0.424,15.18,29.5,27.7291666666667
2025-08-02 11:15:00,29,0.4275,15.175,30.5,28.3702777777778
2025-08-02 11:30:00,29.3,0.416333333333333,15.1366666666667,31.1666666666667,28.4666666666667
2025-08-02 11:45:00,29.2,0.394,15.11,31.4666666666667,28.6641666666667
2025-08-02 12:00:00,29.5,0.373333333333333,15.0266666666667,31,29.0453333333333
2025-08-02 12:15:00,29.7,0.3785,14.965,30.35,29.5383333333333
2025-08-02 12:30:00,30,0.38,14.74,28.5,29.9025
2025-08-02 12:45:00,30.4333333333333,0.351666666666667,14.6633333333333,27.4333333333333,30.2178333333333
2025-08-02 13:00:00,30.7,0.339,14.66,27.1,30.515
2025-08-02 13:15:00,30.8666666666667,0.345333333333333,14.59,26.6,30.8095
2025-08-02 13:30:00,31.05,0.3355,14.54,26.35,31.3297222222222
2025-08-02 13:45:00,31.6,0.312,14.6,26.5,31.5183333333333
2025-08-02 14:00:00,31.7,0.303,14.59,28.2,31.3641666666667
2025-08-02 14:15:00,32.3666666666667,0.319,14.6033333333333,30.1,31.8857777777778
2025-08-02 14:30:00,32.85,0.3315,14.575,31.65,33.8641666666667
2025-08-02 14:45:00,32.9,0.306333333333333,14.5733333333333,32.2,36.9013333333333
2025-08-02 15:00:00,32.9,0.333,14.565,32.65,38.0475
2025-08-02 15:15:00,33.2,0.3325,14.475,32.85,39.8617777777778
2025-08-02 15:30:00,33.4,0.293,14.41,33.05,38.6525
2025-08-02 15:45:00,33.3,0.2795,14.4,33.05,38.1219444444444
2025-08-02 16:00:00,33.5,0.316,14.32,33.1,40.4976666666667
2025-08-02 16:15:00,34.2,0.324,14.23,33.2,42.6041666666667
2025-08-02 16:30:00,34.2666666666667,0.333333333333333,14.2466666666667,33.2,39.9922222222222
2025-08-02 16:45:00,33.95,0.3275,14.16,33.1,41.8994444444444
2025-08-02 17:00:00,34.5,0.250333333333333,14.1133333333333,33,41.3083333333333
2025-08-02 17:15:00,34.1,0.2545,14.03,32.7,38.1221666666667
2025-08-02 17:30:00,33.9666666666667,0.257,13.9133333333333,31.6,39.4883333333333
2025-08-02 17:45:00,34.0333333333333,0.279333333333333,13.86,30.2,37.2153333333333
2025-08-02 18:00:00,33.45,0.3225,13.795,29.3,37.8891111111111
2025-08-02 18:15:00,33.45,0.3195,13.76,28.6,33.3656666666667
2025-08-02 18:30:00,32.825,0.3305,13.725,28.05,31.0633333333333
2025-08-02 18:45:00,32.2,0.3415,13.69,27.5,30.9994444444444
2025-08-02 19:00:00,32,0.364,13.64,27.3,29.775
2025-08-02 19:15:00,31.7333333333333,0.349666666666667,13.6233333333333,27.2,27.7035555555556
2025-08-02 19:30:00,31,0.4035,13.59,26.8,26.1803333333333
2025-08-02 19:45:00,29.75,0.4485,13.495,26.1,24.2395
2025-08-02 20:00:00,27.6,0.482666666666667,13.46,25.5333333333333,21.5936666666667
2025-08-02 20:15:00,24.8,0.5195,13.46,24.95,19.9
2025-08-02 20:30:00,22.3,0.5325,13.37,24.3,18.6721666666667
2025-08-02 20:45:00,20.3666666666667,0.551333333333333,13.38,23.6333333333333,18.2825
2025-08-02 21:00:00,19.7,0.496,13.36,23.15,18.865
2025-08-02 21:15:00,19.7333333333333,0.495333333333333,13.3433333333333,22.8,18.1643333333333
2025-08-02 21:30:00,19.7,0.4735,13.275,22.45,18.7408888888889
2025-08-02 21:45:00,19.8,0.433,13.31,22.2,19.768
2025-08-02 22:00:00,21.9,0.38,13.26,21.7,20.064
2025-08-02 22:15:00,21.65,0.4115,13.26,21.55,19.1885555555556
2025-08-02 22:30:00,21.15,0.386,13.22,21.35,19.3156666666667
2025-08-02 22:45:00,20.8,0.4175,13.2,21.15,18.7124444444444
2025-08-02 23:00:00,20.0666666666667,0.480666666666667,13.1566666666667,20.7666666666667,17.6833333333333
2025-08-02 23:15:00,18.95,0.516,13.145,20.5,16.7771111111111
2025-08-02 23:30:00,18.1333333333333,0.576,13.1166666666667,20.3333333333333,15.5456666666667
2025-08-02 23:45:00,16.9,0.614,13.115,20.15,14.766
2025-08-03 00:00:00,16.8333333333333,0.634333333333333,13.0966666666667,19.9333333333333,15.2983333333333
2025-08-03 00:15:00,17.6666666666667,0.617,13.07,19.7333333333333,15.2706666666667
2025-08-03 00:30:00,17.7,0.602,13.055,19.45,15.2343333333333
2025-08-03 00:45:00,17.3,0.642,13.06,19.3,15.155
2025-08-03 01:00:00,16.8,0.625,13.05,19.2,15.824
2025-08-03 01:15:00,17.55,0.582,12.98,19,16.2026666666667
2025-08-03 01:30:00,17.6,0.596,12.995,18.95,14.9488333333333
2025-08-03 01:45:00,16.8,0.613,12.98,18.8,14.5694444444444
2025-08-03 02:00:00,16.1,0.6405,12.96,18.65,13.9276666666667
2025-08-03 02:15:00,15.4,0.668,12.94,18.5,13.4502222222222
2025-08-03 02:30:00,16.3,0.655,12.89,18.2,14.0643333333333
2025-08-03 02:45:00,16.15,0.6655,12.87,18.1,14.0443333333333
2025-08-03 03:00:00,15.5,0.685,12.92,18,13.8338333333333
2025-08-03 03:15:00,14.85,0.694,12.87,17.9,13.2143333333333
2025-08-03 03:30:00,14.4,0.694,12.88,17.8,12.5991666666667
2025-08-03 03:45:00,13.65,0.694,12.81,17.65,11.7846666666667
2025-08-03 04:00:00,12.75,0.7025,12.86,17.5,11.845
2025-08-03 04:15:00,12.3666666666667,0.720666666666667,12.8066666666667,17.3666666666667,11.6811111111111
2025-08-03 04:30:00,12.1,0.737333333333333,12.8066666666667,17.2,11.3258333333333
2025-08-03 04:45:00,11.8333333333333,0.746,12.7866666666667,17.0333333333333,11.1845
2025-08-03 05:00:00,11.55,0.7645,12.775,16.9,10.8208333333333
2025-08-03 05:15:00,11.325,0.78125,12.75,16.8,10.568
2025-08-03 05:30:00,11.1,0.798,12.725,16.7,10.5432777777778
2025-08-03 05:45:00,11.0333333333333,0.806666666666667,12.7666666666667,16.5666666666667,10.3556666666667
2025-08-03 06:00:00,10.9,0.816,12.73,16.5,10.8322222222222
2025-08-03 06:15:00,11.2,0.828333333333333,12.7266666666667,16.5,11.2
2025-08-03 06:30:00,12.1,0.842,12.765,16.55,11.5278888888889
2025-08-03 06:45:00,13.6333333333333,0.832,12.7133333333333,16.7,12.4857222222222
2025-08-03 07:00:00,14.8,0.798,12.73,16.8,13.7917777777778
2025-08-03 07:15:00,18.1,0.648333333333333,12.7866666666667,17.2,15.3076666666667
2025-08-03 07:30:00,20.4,0.521,12.825,17.7,16.57
2025-08-03 07:45:00,21.6,0.5005,12.795,17.95,17.6269444444444
2025-08-03 08:00:00,21.55,0.456,12.795,18.2,17.6233888888889
2025-08-03 08:15:00,20.9,0.4815,12.79,18.5,18.5519444444444
2025-08-03 08:30:00,21.3,0.469,12.83,18.8,19.4691111111111
2025-08-03 08:45:00,21.35,0.4675,12.84,19.55,19.9794444444444
2025-08-03 09:00:00,21.45,0.4955,12.83,19.95,20.5226111111111
2025-08-03 09:15:00,21.5,0.506,12.86,20.3,20.9763333333333
2025-08-03 09:30:00,21.35,0.487,12.795,20.75,21.1605
2025-08-03 09:45:00,21.7666666666667,0.464,12.8166666666667,21.2333333333333,22.3399444444444
2025-08-03 10:00:00,22.35,0.473,12.84,22,23.124
2025-08-03 10:15:00,23.0666666666667,0.477,12.8233333333333,22.6333333333333,23.4069444444444
2025-08-03 10:30:00,23.3666666666667,0.525,12.7866666666667,22.9666666666667,23.7795555555556
2025-08-03 10:45:00,23.7,0.511666666666667,12.8233333333333,23.5666666666667,23.8188888888889
2025-08-03 11:00:00,24.2,0.48,12.87,24.4666666666667,24.3766666666667
2025-08-03 11:15:00,24.75,0.4945,12.89,25.25,23.9642777777778
2025-08-03 11:30:00,24.6,0.413,12.81,25.4,23.9183333333333
2025-08-03 11:45:00,24.9,0.471,12.87,25.45,25.6827777777778
2025-08-03 12:00:00,26.7,0.426,12.99,27.9,27.0661111111111
2025-08-03 12:15:00,28,0.3655,12.915,28.4,28.1316666666667
2025-08-03 12:30:00,28.75,0.3855,12.77,26.9,29.2055555555556
2025-08-03 12:45:00,28.9,0.357,12.72,26.05,28.6133333333334
2025-08-03 13:00:00,29,0.369,12.71,25.45,29.6783333333333
2025-08-03 13:15:00,29.8,0.335,12.71,25.3,31.0436111111111
2025-08-03 13:30:00,29.8333333333333,0.337,12.68,25.4,31.1324444444444
2025-08-03 13:45:00,30.45,0.3175,12.745,26,31.1761111111111
2025-08-03 14:00:00,30.7333333333333,0.316333333333333,12.79,27.5,31.2323333333333
2025-08-03 14:15:00,30.3,0.322,12.75,28.5,30.1638333333333
2025-08-03 14:30:00,30.2333333333333,0.355333333333333,12.76,28.8,32.7113888888889
2025-08-03 14:45:00,31.25,0.317,12.775,30.5,35.6284444444444
2025-08-03 15:00:00,32.45,0.288,12.85,32.2,40.9
2025-08-03 15:15:00,33.1333333333333,0.310333333333333,12.85,33.2333333333333,42.0113888888889
2025-08-03 15:30:00,33.3333333333333,0.31,12.8766666666667,33.9666666666667,43.2095
2025-08-03 15:45:00,33.3,0.296,12.81,34.2,41.9172222222222
2025-08-03 16:00:00,32.7333333333333,0.340666666666667,12.8033333333333,34.4666666666667,39.4133333333333
2025-08-03 16:15:00,31.8333333333333,0.336333333333333,12.74,33.9333333333333,39.9461666666667
2025-08-03 16:30:00,32.4,0.3235,12.775,33.95,41.9422222222222
2025-08-03 16:45:00,33.05,0.289,12.7,34.25,41.7591666666667
2025-08-03 17:00:00,32.7,0.305,12.67,34,40.1925
2025-08-03 17:15:00,31.85,0.3145,12.62,33.4,39.32
2025-08-03 17:30:00,31.7,0.331666666666667,12.5533333333333,32.2666666666667,40.3811111111111
2025-08-03 17:45:00,32,0.286,12.475,30.95,40.8933333333333
2025-08-03 18:00:00,31.85,0.3335,12.405,29.45,40.028
2025-08-03 18:15:00,31.5,0.299333333333333,12.35,28.8,36.8032777777778
2025-08-03 18:30:00,30.8,0.304,12.3,28.3,30.781
2025-08-03 18:45:00,30.5,0.303,12.295,27.6,28.7248333333333
2025-08-03 19:00:00,29.95,0.3,12.26,27.1,28.1164444444444
2025-08-03 19:15:00,29.3,0.2855,12.245,27,26.47
2025-08-03 19:30:00,28.7666666666667,0.311333333333333,12.1933333333333,26.6,25.6326666666667
2025-08-03 19:45:00,27.65,0.3525,12.14,25.85,24.9088888888889
2025-08-03 20:00:00,26.5,0.3765,12.12,25.5,23.6578888888889
2025-08-03 20:15:00,25.25,0.3985,12.105,24.9,22.5316666666667
2025-08-03 20:30:00,23.7333333333333,0.443,12.0766666666667,24.3,21.3680555555555
2025-08-03 20:45:00,22.3,0.487666666666667,12.0666666666667,23.7333333333333,20.0744444444444
2025-08-03 21:00:00,21.1,0.517,12.05,23.2,19.1088888888889
2025-08-03 21:15:00,20.7,0.536,12.05,22.8,18.7051111111111
2025-08-03 21:30:00,20.35,0.5485,12.02,22.35,18.471
2025-08-03 21:45:00,20.2333333333333,0.557,12.01,22.1666666666667,18.38
2025-08-03 22:00:00,19.8666666666667,0.58,11.96,21.9,18.0303333333333
2025-08-03 22:15:00,19.2,0.6055,11.99,21.65,17.5555555555556
2025-08-03 22:30:00,19.0666666666667,0.60425,11.9666666666667,21.3916666666667,17.2618333333333
2025-08-03 22:45:00,18.9333333333333,0.603,11.9433333333333,21.1333333333333,17.194
2025-08-03 23:00:00,18.8,0.592,11.94,21,16.9702222222222
2025-08-03 23:15:00,18.3,0.605666666666667,11.9333333333333,20.8333333333333,16.4443333333333
2025-08-03 23:30:00,17.6,0.643333333333333,11.92,20.7,15.8884444444444
2025-08-03 23:45:00,16.8333333333333,0.675333333333333,11.9033333333333,20.5,15.7775
2025-08-04 00:00:00,16.3,0.6845,11.89,20.15,15.2092222222222
2025-08-04 00:15:00,15.45,0.686,11.875,19.9,14.3558333333333
2025-08-04 00:30:00,14.8333333333333,0.685,11.84,19.7,13.7824444444444
2025-08-04 00:45:00,14.25,0.687,11.825,19.4,13.695
2025-08-04 01:00:00,14.55,0.689,11.785,19.25,13.8443333333333
2025-08-04 01:15:00,14.15,0.6935,11.79,19.05,13.1105
2025-08-04 01:30:00,13.5333333333333,0.698,11.7566666666667,18.8,12.3655555555556
2025-08-04 01:45:00,13,0.724,11.75,18.6,12.2975555555556
2025-08-04 02:00:00,12.75,0.738,11.735,18.4,12.2133333333333
2025-08-04 02:15:00,12.6,0.748,11.74,18.2,12.5145
2025-08-04 02:30:00,12.7333333333333,0.721,11.7333333333333,18,12.0182222222222
2025-08-04 02:45:00,12.3333333333333,0.731333333333333,11.72,17.8333333333333,11.5961111111111
2025-08-04 03:00:00,12.05,0.7215,11.68,17.7,11.385
2025-08-04 03:15:00,11.8,0.737,11.67,17.55,11.0785
2025-08-04 03:30:00,11.6,0.764,11.6525,17.475,10.9466666666667
2025-08-04 03:45:00,11.4,0.791,11.635,17.4,10.948
2025-08-04 04:00:00,11.4,0.8075,11.62,17.4,10.8688888888889
2025-08-04 04:15:00,11.2,0.811,11.65,17.2,10.676
2025-08-04 04:30:00,11.1333333333333,0.820666666666667,11.6233333333333,17.1,10.9525
2025-08-04 04:45:00,11.35,0.833,11.62,17.1,11.265
2025-08-04 05:00:00,11.5,0.8335,11.635,17.1,11.4405
2025-08-04 05:15:00,11.7666666666667,0.83,11.5866666666667,17.1,11.5363333333333
2025-08-04 05:30:00,12.6,0.783,11.64,17,11.8975
2025-08-04 05:45:00,13.4333333333333,0.734666666666667,11.6133333333333,17.0333333333333,12.3476666666667
2025-08-04 06:00:00,13.6,0.754,11.63,17.1,12.4466666666667
2025-08-04 06:15:00,13.5333333333333,0.752666666666667,11.6,17.2,12.6708888888889
2025-08-04 06:30:00,13.8,0.7265,11.575,17.3,13.1148333333333
2025-08-04 06:45:00,14.65,0.708,11.595,17.4,13.6471666666667
2025-08-04 07:00:00,15.55,0.672,11.58,17.85,14.3786666666667
2025-08-04 07:15:00,17,0.605,11.615,18.1,15.735
2025-08-04 07:30:00,19.2666666666667,0.479666666666667,11.67,18.7333333333333,16.8881666666667
2025-08-04 07:45:00,18.5,0.508,11.635,19.05,17.075
2025-08-04 08:00:00,17.9,0.537,11.62,19.3,17.103
2025-08-04 08:15:00,17.9,0.5345,11.62,19.45,17.2061666666667
2025-08-04 08:30:00,18.4166666666667,0.512666666666667,11.6066666666667,19.6833333333333,17.3555555555556
2025-08-04 08:45:00,18.9333333333333,0.490833333333333,11.5933333333333,19.9166666666667,17.365
2025-08-04 09:00:00,19.45,0.469,11.58,20.15,18.3277777777778
2025-08-04 09:15:00,20.1,0.547,11.64,21,18.6293333333333
2025-08-04 09:30:00,20.4,0.546333333333333,11.6633333333333,21.7333333333333,19.1743333333333
2025-08-04 09:45:00,21.05,0.542,11.675,22.8,19.6423333333333
2025-08-04 10:00:00,21.8,0.5325,11.705,24.1,20.3308888888889
2025-08-04 10:15:00,22.4,0.4825,11.76,25.35,21.425
2025-08-04 10:30:00,23,0.46,11.84,27.4,21.8435
2025-08-04 10:45:00,22.95,0.461,11.8,27.85,22.085
2025-08-04 11:00:00,23.5,0.4475,11.77,28.2,23.0133333333333
2025-08-04 11:15:00,24.2,0.414,11.805,29.75,23.3546666666667
2025-08-04 11:30:00,23.7666666666667,0.432,11.81,29.7666666666667,23.1866666666667
2025-08-04 11:45:00,24.7,0.398,11.84,30.7,23.97
2025-08-04 12:00:00,25.2,0.399666666666667,11.84,30.9,25.0275
2025-08-04 12:15:00,25.65,0.398,11.805,30.8,25.5525
2025-08-04 12:30:00,25.9,0.393,11.695,29.7,25.814
2025-08-04 12:45:00,26.35,0.372,11.62,28.35,25.7976666666667
2025-08-04 13:00:00,26.4,0.367,11.5566666666667,27.8,25.5728888888889
2025-08-04 13:15:00,26.9,0.359,11.57,27.5,26.205
2025-08-04 13:30:00,27.05,0.349,11.555,27.45,25.5758333333333
2025-08-04 13:45:00,27,0.3625,11.525,27.4,26.4380555555556
2025-08-04 14:00:00,28.4,0.329,11.6,28.8,27.343
2025-08-04 14:15:00,29.25,0.3305,11.705,32.15,27.6875
2025-08-04 14:30:00,29.4,0.2975,11.735,33.4,28.5006666666667
2025-08-04 14:45:00,29.7,0.295,11.7,34.6,31.9442222222222
2025-08-04 15:00:00,29.6,0.2825,11.75,34.9,36.3851111111111
2025-08-04 15:15:00,29.5,0.281,11.685,35.15,39.0194444444444
2025-08-04 15:30:00,30.5,0.293,11.7,35.5,39.573
2025-08-04 15:45:00,31.1666666666667,0.282666666666667,11.7133333333333,35.9666666666667,36.9642222222222
2025-08-04 16:00:00,30.6,0.301666666666667,11.6933333333333,35.9666666666667,36.6473888888889
2025-08-04 16:15:00,30.95,0.306,11.65,36,38.0388888888889
2025-08-04 16:30:00,30.7,0.3085,11.645,35.8,38.8124444444444
2025-08-04 16:45:00,31.1,0.295,11.62,35.7,38.365
2025-08-04 17:00:00,30.95,0.287,11.55,35.3,40.2483333333333
2025-08-04 17:15:00,31.1333333333333,0.300666666666667,11.53,35,38.2126666666667
2025-08-04 17:30:00,31.25,0.305,11.42,33.65,37.7688888888889
2025-08-04 17:45:00,30,0.3025,11.37,32,36.8315
2025-08-04 18:00:00,29,0.3075,11.295,30.7,36.462
2025-08-04 18:15:00,28.8,0.3235,11.27,29.6,34.2727777777778
2025-08-04 18:30:00,28.15,0.3435,11.245,28.85,28.5758333333333
2025-08-04 18:45:00,27.925,0.35975,11.2225,28.325,27.2401111111111
2025-08-04 19:00:00,27.7,0.376,11.2,27.8,26.6271111111111
2025-08-04 19:15:00,26.8,0.351,11.175,27.45,24.7805555555556
2025-08-04 19:30:00,25.7,0.382,11.17,26.9,23.7358888888889
2025-08-04 19:45:00,24.3,0.434,11.14,26,22.9021666666667
2025-08-04 20:00:00,23.1,0.465,11.1033333333333,25.6,21.5347222222222
2025-08-04 20:15:00,22,0.496,11.12,25.1,20.2681666666667
2025-08-04 20:30:00,21,0.5105,11.06,24.3,19.455
2025-08-04 20:45:00,20.4,0.5265,11.09,23.9,18.6858333333333
2025-08-04 21:00:00,19.6666666666667,0.533333333333333,11.0433333333333,23.4333333333333,18.0897777777778
2025-08-04 21:15:00,19.0666666666667,0.548,11.0266666666667,23,17.384
2025-08-04 21:30:00,18.55,0.574,11.03,22.6,16.7376666666667
2025-08-04 21:45:00,18.2,0.6,11.08,22.4,15.8882777777778
2025-08-04 22:00:00,16.9,0.5995,10.98,21.95,15.3641666666667
2025-08-04 22:15:00,16.4,0.6135,11,21.6,14.9176666666667
2025-08-04 22:30:00,16.6,0.61,10.99,21.1,15.0566666666667
2025-08-04 22:45:00,16.6333333333333,0.628666666666667,10.9666666666667,20.9666666666667,14.9511111111111
2025-08-04 23:00:00,16.1,0.649,10.97,20.6,14.804
2025-08-04 23:15:00,16.1,0.654,10.9,20.5,14.4845
2025-08-04 23:30:00,15.45,0.6845,10.905,20.2,13.8495555555556
2025-08-04 23:45:00,15.05,0.688,10.895,20.05,13.2681111111111
2025-08-05 00:00:00,14.05,0.69,10.875,19.8,12.9471666666667
