Timestamp,Air Temperature (OW),Relative Humidity (OW),Solar Radiation (OW),Wind Speed (OW),Berry Temperature
2025-07-17 14:45:00,31.889,33.3,715,4.2,40.67
2025-07-17 15:00:00,32.222,31.9,730,2.9,40.0025
2025-07-17 15:15:00,32.667,30.3,734,3.5,39.335
2025-07-17 15:30:00,32.722,29.7,715,2.6,40.17
2025-07-17 15:45:00,32.5,30.7,691,2.9,40.495
2025-07-17 16:00:00,32.833,30.1,662,2.4,40.4275
2025-07-17 16:15:00,32.778,29.9,630,3.2,40.36
2025-07-17 16:30:00,32.833,29.5,598,3,41.13
2025-07-17 16:45:00,33,28.9,563,3.1,41.9
2025-07-17 17:00:00,32.667,30.8,522,3.2,41.295
2025-07-17 17:15:00,32.444,32.1,483,2.7,40.69
2025-07-17 17:30:00,32.556,31.8,444,2.5,40.55
2025-07-17 17:45:00,32.5,31.6,403,2.6,40.41
2025-07-17 18:00:00,32.222,32.9,362,2.5,40.2
2025-07-17 18:15:00,32,33.4,321,2.6,42.05
2025-07-17 18:30:00,31.444,35.2,281,3.9,36.64
2025-07-17 18:45:00,31.222,35.1,242,3.9,38.87
2025-07-17 19:00:00,30.778,37.5,202,3.6,41.1
2025-07-17 19:15:00,30.278,38,166,4,33.635
2025-07-17 19:30:00,29.667,38.8,132,3.1,32.2975
2025-07-17 19:45:00,29.111,40.6,100,3,30.96
2025-07-17 20:00:00,28.111,44.3,71,2.5,29.34
2025-07-17 20:15:00,27.167,45,45,2.8,27.115
2025-07-17 20:30:00,26.278,44.1,20,2.9,26.59
2025-07-17 20:45:00,25.722,43.1,7,2.7,25.97
2025-07-17 21:00:00,25.333,42.2,2,3.5,25.08
2025-07-17 21:15:00,25.111,41.9,0,3.4,24.365
2025-07-17 21:30:00,24.556,42.5,0,3.8,23.8475
2025-07-17 21:45:00,24.278,41.7,0,4.8,23.33
2025-07-17 22:00:00,23.722,42.3,0,4.5,23.015
2025-07-17 22:15:00,23.778,40.7,0,5.6,22.7
2025-07-17 22:30:00,23.778,39.9,0,5.7,22.44
2025-07-17 22:45:00,23.778,39.4,0,5,22.1
2025-07-17 23:00:00,23.722,38.9,0,5.4,21.975
2025-07-17 23:15:00,23.611,38.7,0,5.3,21.85
2025-07-17 23:30:00,23.444,39.2,0,4.4,21.32
2025-07-17 23:45:00,22.333,43,0,3,19.74
2025-07-18 00:00:00,21.639,45.15,0,3.65,19.8075
2025-07-18 00:15:00,20.944,47.3,0,4.3,19.875
2025-07-18 00:30:00,21.5,44.8,0,4.2,19.3966666666667
2025-07-18 00:45:00,20.556,48.6,0,3.6,18.9183333333333
2025-07-18 01:00:00,20.167,49.1,0,3.8,18.44
2025-07-18 01:15:00,19.222,52.2,0,2.4,17.89
2025-07-18 01:30:00,18.278,54,0,1.9,16.57
2025-07-18 01:45:00,18.5,52.2,0,3.3,16.845
2025-07-18 02:00:00,18,53.2,0,3.3,16.12
2025-07-18 02:15:00,17.5,55.5,0,3.1,14.965
2025-07-18 02:30:00,17.611,55.8,0,3.6,14.05
2025-07-18 02:45:00,17.5,56.5,0,3.1,14.315
2025-07-18 03:00:00,17.111,58.6,0,3.6,14.71
2025-07-18 03:15:00,17.056,59.7,0,3.7,14.255
2025-07-18 03:30:00,16.5,63.6,0,3.9,13.88
2025-07-18 03:45:00,16.389,63.7,0,3.8,13.5
2025-07-18 04:00:00,16.722,61.3,0,3.9,14.1
2025-07-18 04:15:00,16.389,63.1,0,3.7,13.91
2025-07-18 04:30:00,16.056,64,0,3.1,13.14
2025-07-18 04:45:00,16.056,63,0,3.2,12.64
2025-07-18 05:00:00,16,62.2,0,3.5,12.43
2025-07-18 05:15:00,15.667,63.9,0,3.6,12.265
2025-07-18 05:30:00,15.222,66.4,3,3.2,12.24
2025-07-18 05:45:00,15.222,67.5,12,2.8,12.215
2025-07-18 06:00:00,15.5,67.9,29,3.4,13.05
2025-07-18 06:15:00,15.556,70.9,47,2.4,13.545
2025-07-18 06:30:00,16.556,70.8,82,2.3,14.15
2025-07-18 06:45:00,17.833,69,114,2.5,15.57
2025-07-18 07:00:00,19.667,63.5,144,1.5,16.72
2025-07-18 07:15:00,21.111,57.7,184,1.6,19.2
2025-07-18 07:30:00,21.889,52.5,220,1.6,21.34
2025-07-18 07:45:00,22.667,48.7,235,1.3,22.7
2025-07-18 08:00:00,23.222,47.3,271,1.9,24.115
2025-07-18 08:15:00,23.444,47.2,337,1.7,25.53
2025-07-18 08:30:00,23.778,48.1,378,2.7,26.36
2025-07-18 08:45:00,23.944,48.8,417,2.6,27.19
2025-07-18 09:00:00,24.556,47.5,456,2.5,28.06
2025-07-18 09:15:00,24.833,47.5,472,2.9,29.425
2025-07-18 09:30:00,25.389,44.9,464,3.4,29.84
2025-07-18 09:45:00,25.889,43.4,555,3.3,31.045
2025-07-18 10:00:00,26.278,43.3,598,3.5,31.2
2025-07-18 10:15:00,26.778,42.6,630,4.6,32.71
2025-07-18 10:30:00,27.222,42.1,659,3.6,32.84
2025-07-18 10:45:00,27.667,42,687,3.6,33.59
2025-07-18 11:00:00,28.222,41,712,3.4,33.98
2025-07-18 11:15:00,28.667,40.1,736,3.3,34.37
2025-07-18 11:30:00,29.222,38.9,757,3.9,35.84
2025-07-18 11:45:00,29.5,38.5,776,3.8,36.09
2025-07-18 12:00:00,29.722,37.1,790,4,36.96
2025-07-18 12:15:00,30.222,35.6,805,3.2,38.03
2025-07-18 12:30:00,30.778,34.9,825,4,37.3
2025-07-18 12:45:00,31.222,32.1,808,4.9,37.99
2025-07-18 13:00:00,31.556,31.1,686,3.8,38.52
2025-07-18 13:15:00,32.056,30.7,836,3.9,39.03
2025-07-18 13:30:00,32.222,30.4,767,3.9,38.315
2025-07-18 13:45:00,32.5,31.3,752,3,37.6
2025-07-18 14:00:00,32.389,32.2,670,3.6,38.16
2025-07-18 14:15:00,32.944,32.3,597,3.9,38.865
2025-07-18 14:30:00,32.722,32.4,549,4.5,36.83
2025-07-18 14:45:00,33.056,30.8,680,3.9,39.55
2025-07-18 15:00:00,33.722,30,749,3.5,40.48
2025-07-18 15:15:00,33.889,29.9,720,2.5,40.06
2025-07-18 15:30:00,33.667,31,544,2.3,39.07
2025-07-18 15:45:00,33.444,30.3,450,2,38.08
2025-07-18 16:00:00,33.667,31.1,534,3.2,38.63
2025-07-18 16:15:00,34.278,27.8,510,5.6,37.09
2025-07-18 16:30:00,33.944,27.8,367,4.7,37.07
2025-07-18 16:45:00,33.5,28.6,319,5,37.05
2025-07-18 17:00:00,33.111,29,276,6.2,35.6775
2025-07-18 17:15:00,32.889,29.2,234,6.2,34.305
2025-07-18 17:30:00,32.5,29.8,225,5.1,34.46
2025-07-18 17:45:00,32.389,30.8,186,3.9,34.05
2025-07-18 18:00:00,31.889,34.2,153,3.2,33.15
2025-07-18 18:15:00,31.5,33.9,124,7.7,31.425
2025-07-18 18:30:00,30.722,32.1,87,10.4,30.33
2025-07-18 18:45:00,30.056,31.6,71,9.3,29.85
2025-07-18 19:00:00,30.056,29.8,81,9.6,29.68
2025-07-18 19:15:00,29.833,29.6,83,11.2,29.85
2025-07-18 19:30:00,29.444,31.5,66,8.7,28.99
2025-07-18 19:45:00,29,30.8,60,9.8,28.4
2025-07-18 20:00:00,28.5,32.7,78,7.2,27.81
2025-07-18 20:15:00,27.778,34.6,27,7,27.22
2025-07-18 20:30:00,27.5,33.6,17,6.7,26.65
2025-07-18 20:45:00,26.833,34.9,9,4,25.75
2025-07-18 21:00:00,26.056,36.6,2,3.6,25.19
2025-07-18 21:15:00,25.222,38.2,0,2.6,24.63
2025-07-18 21:30:00,24.778,38.7,0,2.4,24.03
2025-07-18 21:45:00,24.167,39.1,0,3.8,23.245
2025-07-18 22:00:00,22.556,42.7,0,2.8,22.02
2025-07-18 22:15:00,21.778,43.7,0,3.6,21.36
2025-07-18 22:30:00,22.667,40.3,0,5.3,22.16
2025-07-18 22:45:00,22.5,40.6,0,4.3,21.835
2025-07-18 23:00:00,22.389,40.2,0,5.8,21.4
2025-07-18 23:15:00,21.944,41.4,0,5.1,20.52
2025-07-18 23:30:00,20.944,43.9,0,3.5,20.22
2025-07-18 23:45:00,20.056,46.7,0,3.4,18.86
2025-07-19 00:00:00,19.972,47.05,0,3.95,18.6
2025-07-19 00:15:00,19.889,47.4,0,4.5,18.14
2025-07-19 00:30:00,19,49.9,0,4,16.79
2025-07-19 00:45:00,17.722,53.2,0,2.4,15.44
2025-07-19 01:00:00,17,56,0,3.3,15.035
2025-07-19 01:15:00,16.389,58.8,0,2.3,14.63
2025-07-19 01:30:00,15.389,63,0,2.6,13.57
2025-07-19 01:45:00,15.556,61.1,0,3.3,13.76
2025-07-19 02:00:00,16.944,55.7,0,5.1,14.9325
2025-07-19 02:15:00,17.222,56,0,5.3,16.105
2025-07-19 02:30:00,17.5,54,0,6.7,15.78125
2025-07-19 02:45:00,17.222,55,0,4.3,15.4575
2025-07-19 03:00:00,16.056,59.4,0,4.3,15.13375
2025-07-19 03:15:00,15.833,59,0,5,14.81
2025-07-19 03:30:00,16.167,57,0,5.9,15.115
2025-07-19 03:45:00,16.333,55.9,0,6,15.42
2025-07-19 04:00:00,16.778,53.8,0,5.5,15.42
2025-07-19 04:15:00,16.222,55.4,0,4.2,14.795
2025-07-19 04:30:00,15.722,55.2,0,4.3,14.17
2025-07-19 04:45:00,14.389,59.2,0,3.2,13.07
2025-07-19 05:00:00,14.5,59.1,0,4.6,12.88
2025-07-19 05:15:00,13.722,63.9,0,2.7,12.885
2025-07-19 05:30:00,13.056,67.8,3,1.8,12.6866666666667
2025-07-19 05:45:00,13.5,65.4,11,3,12.4883333333333
2025-07-19 06:00:00,13.944,63.6,28,3.8,12.29
2025-07-19 06:15:00,15.333,59.5,46,5.5,13.25
2025-07-19 06:30:00,16.222,58.2,83,5.4,14.37
2025-07-19 06:45:00,16.778,56.8,112,5,14.86
2025-07-19 07:00:00,17.667,55.4,142,4.6,16.235
2025-07-19 07:15:00,17.833,56.6,181,4.7,17.61
2025-07-19 07:30:00,18.333,55.1,217,4.8,19.36
2025-07-19 07:45:00,18.611,55,236,4.8,20.74
2025-07-19 08:00:00,19.278,53.9,301,4.5,21.85
2025-07-19 08:15:00,20.111,52.5,372,4.9,22.74
2025-07-19 08:30:00,21,50.4,385,5.5,24.275
2025-07-19 08:45:00,22.278,45.3,437,7,25.81
2025-07-19 09:00:00,23.444,38.9,504,7.3,25.99
2025-07-19 09:15:00,23.222,36.4,437,7.5,26.54
2025-07-19 09:30:00,23.389,35.6,438,6.8,27.7
2025-07-19 09:45:00,23.611,39.2,581,6,28.38
2025-07-19 10:00:00,23.389,38.3,419,5.6,27.1
2025-07-19 10:15:00,24.167,36.4,622,6,29.44
2025-07-19 10:30:00,24.278,38.9,690,4.8,30.91
2025-07-19 10:45:00,24.889,38.2,716,4.3,31.2
2025-07-19 11:00:00,25.389,37.6,702,5.4,31.3
2025-07-19 11:15:00,25.5,35.5,740,4.6,31.83
2025-07-19 11:30:00,26,34.1,772,4.7,32.86
2025-07-19 11:45:00,26.556,31.9,790,4.4,33.89
2025-07-19 12:00:00,26.722,31,737,4,33.935
2025-07-19 12:15:00,26.611,31.5,666,3.7,33.98
2025-07-19 12:30:00,26.889,30.8,775,3.7,34.42
2025-07-19 12:45:00,27.611,29.6,802,4.2,34.86
2025-07-19 13:00:00,28.222,28.6,765,4.5,36.13
2025-07-19 13:15:00,28.556,26.6,795,4.9,36.07
2025-07-19 13:30:00,28.778,26.6,846,4.6,36.5
2025-07-19 13:45:00,29.167,25.9,805,6.2,36.67
2025-07-19 14:00:00,30.056,24.9,845,6.3,34.81
2025-07-19 14:15:00,29.333,25.8,601,5.8,32.95
2025-07-19 14:30:00,29.778,25.8,612,6.2,36.25
2025-07-19 14:45:00,30.722,25.1,832,7.7,36.84
2025-07-19 15:00:00,30.889,25.3,671,6.9,36.4
2025-07-19 15:15:00,30.778,25.8,596,6,35.96
2025-07-19 15:30:00,30.167,26.1,419,5.5,33.45
2025-07-19 15:45:00,29.944,26.3,432,5.2,33.59
2025-07-19 16:00:00,29.722,26.6,435,4.4,34.64
2025-07-19 16:15:00,30.667,25.8,619,5.2,37.26
2025-07-19 16:30:00,31.222,25.2,620,4.9,37.89
2025-07-19 16:45:00,31.056,25.1,570,6.2,38.52
2025-07-19 17:00:00,31,25.8,523,6.4,38.205
2025-07-19 17:15:00,30.722,26.5,462,6.2,37.89
2025-07-19 17:30:00,30.833,26.7,452,5.6,37.575
2025-07-19 17:45:00,30.833,26.6,406,4.8,37.26
2025-07-19 18:00:00,30.556,27.2,360,4.8,37.26
2025-07-19 18:15:00,30.667,26.2,324,4.3,34.76
2025-07-19 18:30:00,30.389,26.2,283,6.1,32.54
2025-07-19 18:45:00,30.111,25.9,244,5.8,31.8
2025-07-19 19:00:00,29.722,25.5,176,6.2,30.6866666666667
2025-07-19 19:15:00,29,26.3,113,4.4,29.5733333333333
2025-07-19 19:30:00,28.167,27.6,99,4.2,28.46
2025-07-19 19:45:00,27.5,30,88,4,27.755
2025-07-19 20:00:00,27.167,31.6,98,5,27.13
2025-07-19 20:15:00,26.333,33.6,59,5,26.46
2025-07-19 20:30:00,25.333,34.8,24,5.8,24.765
2025-07-19 20:45:00,24.111,36.9,5,3.8,23.07
2025-07-19 21:00:00,23.222,36.4,1,4.4,22.27
2025-07-19 21:15:00,22.056,35.3,0,3.6,21
2025-07-19 21:30:00,21,36.4,0,4.7,20.6
2025-07-19 21:45:00,21.5,33.7,0,7.1,20.535
2025-07-19 22:00:00,21.389,33.8,0,6.2,20.47
2025-07-19 22:15:00,20.889,35.2,0,6,20.06
2025-07-19 22:30:00,20.722,35.6,0,6.2,19.68
2025-07-19 22:45:00,20.333,35.9,0,5.1,18.885
2025-07-19 23:00:00,19.389,38.5,0,2.3,17.35
2025-07-19 23:15:00,18.722,41.1,0,3.4,16.67
2025-07-19 23:30:00,19.833,37.6,0,6.8,18.73
2025-07-19 23:45:00,19.944,38.2,0,5.8,18.57
2025-07-20 00:00:00,18.722,42.5,0,4.1,17.87
2025-07-20 00:15:00,17.5,46.8,0,2.4,16.87
2025-07-20 00:30:00,17.278,46.8,0,3.1,17.23
2025-07-20 00:45:00,16.833,47.7,0,1.9,16.87
2025-07-20 01:00:00,15.722,53.3,0,2.4,15.62
2025-07-20 01:15:00,15.444,55.2,0,3.5,14.65
2025-07-20 01:30:00,15.278,54.6,0,3.4,13.55
2025-07-20 01:45:00,14.5,57.1,0,1.6,13.33
2025-07-20 02:00:00,15.056,54.2,0,3.5,12.38
2025-07-20 02:15:00,15.111,54.1,0,3.4,13.25
2025-07-20 02:30:00,15,53.9,0,4,12.83
2025-07-20 02:45:00,14.667,55.9,0,3.3,12.41
2025-07-20 03:00:00,14.389,57,0,3.6,12.195
2025-07-20 03:15:00,14.111,58.2,0,3.8,11.98
2025-07-20 03:30:00,13.667,57.9,0,3.2,11.325
2025-07-20 03:45:00,13.722,57.2,0,3.2,10.67
2025-07-20 04:00:00,13.5,58.1,0,3.3,11.1
2025-07-20 04:15:00,13.056,60.3,0,2.4,10.31
2025-07-20 04:30:00,13.056,57.8,0,3.9,10.2
2025-07-20 04:45:00,13.722,52.8,0,4,10.58
2025-07-20 05:00:00,12.444,57.2,0,3.8,9.88
2025-07-20 05:15:00,13.111,53.2,0,4.5,9.95
2025-07-20 05:30:00,12.778,55.1,3,3.4,9.29
2025-07-20 05:45:00,12.722,56.6,12,3.5,9.59
2025-07-20 06:00:00,13.111,56,30,3.7,10.11
2025-07-20 06:15:00,13.667,56.2,50,3.5,10.73
2025-07-20 06:30:00,15,53.5,91,3.1,12.46
2025-07-20 06:45:00,15.611,54.8,114,2.7,13.07
2025-07-20 07:00:00,16.833,53.3,140,2.9,14.55125
2025-07-20 07:15:00,17.778,50.8,174,3.8,16.0325
2025-07-20 07:30:00,18.056,50,163,4.4,17.51375
2025-07-20 07:45:00,18.5,48.8,195,3.6,18.995
2025-07-20 08:00:00,18.778,48.6,238,3.7,19.68
2025-07-20 08:15:00,18.778,49.8,258,3.6,20.125
2025-07-20 08:30:00,18.722,49.2,236,5.1,20.4675
2025-07-20 08:45:00,18.778,49.1,237,4.3,20.81
2025-07-20 09:00:00,19.056,48.9,306,3.9,21.665
2025-07-20 09:15:00,19.611,48.7,345,3.5,22.52
2025-07-20 09:30:00,20,47.5,359,3.7,23.055
2025-07-20 09:45:00,20.444,47,356,4,23.59
2025-07-20 10:00:00,21,44.8,364,4.8,24.59
2025-07-20 10:15:00,21.278,44.4,363,4.6,24.53
2025-07-20 10:30:00,21.611,43.6,417,4,25.5
2025-07-20 10:45:00,21.778,43.2,328,4.6,24.835
2025-07-20 11:00:00,22,41.8,290,4.5,25.07
2025-07-20 11:15:00,22.167,41.7,306,4.5,24.98
2025-07-20 11:30:00,22.167,42.6,317,4.5,25.13
2025-07-20 11:45:00,22.667,38.1,341,4.9,25.76
2025-07-20 12:00:00,23.167,34.5,347,4.3,26.095
2025-07-20 12:15:00,23.333,32.9,340,4.1,26.43
2025-07-20 12:30:00,23.333,33.3,296,3.4,26.4
2025-07-20 12:45:00,23.278,35.3,268,2.6,26.31
2025-07-20 13:00:00,23.5,34.9,220,1.3,25.78
2025-07-20 13:15:00,23.222,38.6,164,1.8,25.105
2025-07-20 13:30:00,22.889,39.6,218,1.3,25.8525
2025-07-20 13:45:00,23.167,40,300,1.8,26.6
2025-07-20 14:00:00,23.389,40.8,336,1.8,27.12
2025-07-20 14:15:00,23.611,41,321,2.1,26.74
2025-07-20 14:30:00,23.889,41.4,325,1.7,27.57
2025-07-20 14:45:00,24,39.8,349,1.9,28.125
2025-07-20 15:00:00,24.333,38,304,1.5,28.6325
2025-07-20 15:15:00,24.444,40,393,2.1,29.14
2025-07-20 15:30:00,24.944,38.7,449,2.1,30.31
2025-07-20 15:45:00,25.611,36,529,2.1,31.02
2025-07-20 16:00:00,25.444,33.7,316,2.5,28.75
2025-07-20 16:15:00,25.222,33.8,212,2.9,27.925
2025-07-20 16:30:00,25.389,33.1,306,1.6,29.86
2025-07-20 16:45:00,26.111,32,471,1.7,33.01
2025-07-20 17:00:00,27,30.5,526,2.7,32.68
